http://www.eledia.ru/publ/40-1-0-1283,Cостояние психомоторного возбуждения,"['RP1', 'PC55', 'PC1', 'VG16', 'VG15', 'VG14', 'VG12', 'MC8', 'C7', 'F3', 'F8', 'VB25']"
http://www.eledia.ru/publ/41-1-0-1120,Oмартрит (воспаление плечевого сустава),"['GI4', 'GI11', 'GI14', 'GI5', 'IG6', 'IG10', 'V11', 'VG26', 'TR14', 'РС127']"
http://www.eledia.ru/publ/40-1-0-777,Агрессия,"['PC1', 'RP1', 'VG16', 'РС55', 'VG12', 'С8', 'C5', 'VG14', 'VG15']"
http://www.eledia.ru/publ/39-1-0-779,Алкогольная никотиновая зависимость,"['GI4', 'E36', 'VC15', 'VG25', 'VG19']"
http://www.eledia.ru/publ/43-1-0-781,Аллергический ринит (сенная лихорадка),"['GI4', 'E36', 'VC15', 'GI11', 'VG20', 'VB20', 'V2', 'VG21', 'PC3', 'GI19', 'GI20', 'VG23', 'V1']"
http://www.eledia.ru/publ/42-1-0-784,Анемия,"['E36', 'V20', 'V17']"
http://www.eledia.ru/publ/44-1-0-791,Аппендицит,"['E36', 'VC4', 'GI11', 'V20', 'V25', 'РС85', 'E44', 'Е25', 'РС142', 'E37', 'RP13']"
http://www.eledia.ru/publ/42-1-0-792,Аритмия,"['E36', 'VC14', 'MC6', 'МС5', 'С9', 'C7', 'C5', 'GI15', 'VC17', 'V15', 'MC4', 'VC15']"
http://www.eledia.ru/publ/41-1-0-1299,Артрит «теннисный локоть»,"['GI4', 'GI10', 'GI11', 'GI15', 'IG6', 'IG4', 'V11', 'C3', 'TR5', 'TR10', 'VG26', 'P5']"
http://www.eledia.ru/publ/41-1-0-798,Артрит запястья,"['GI4', 'GI5', 'GI11', 'GI15', 'IG5', 'IG6', 'V11', 'VG26', 'TR4', 'MC7']"
http://www.eledia.ru/publ/41-1-0-796,Артрит лопатки,"['GI4', 'V20', 'V13', 'V17', 'V48', 'IG11', 'IG12', 'IG14']"
http://www.eledia.ru/publ/41-1-0-797,Артрит пальцев,"['V11', 'RP4', 'VG26', 'VB31', 'РС137', 'V66', 'GI4', 'GI11', 'GI15', 'РС107', 'IG3', 'IG6']"
http://www.eledia.ru/publ/41-1-0-794,Артрит руки и плеча,"['GI4', 'GI11', 'GI14', 'GI15', 'IG6', 'IG9', 'IG10', 'VG26', 'V11', 'TR14']"
http://www.eledia.ru/publ/41-1-0-1115,артрит-воспаление локтевого сустава,"['GI4', 'GI11', 'GI15', 'TR5', 'TR10', 'C3', 'VG26', 'P5', 'V11', 'IG4', 'IG6']"
http://www.eledia.ru/publ/44-1-0-801,Атонический запор (парез кишечника),"['E36', 'Е25', 'E37', 'GI4', 'GI10', 'GI11', 'V25', 'RP15']"
http://www.eledia.ru/publ/41-1-0-803,Атрофия мышц верхних конечностей,"['GI4', 'GI11', 'GI15', 'TR5', 'R7']"
http://www.eledia.ru/publ/41-1-0-802,Атрофия мышц стопы,"['E36', 'Е41', 'Е42', 'VB34', 'VB30', 'VB37', 'VB41', 'V54', 'R7']"
http://www.eledia.ru/publ/40-1-0-1310,Беспокойный сон,"['E36', 'E45', 'RP1', 'V18', 'VG16', 'VG15', 'PC55', 'PC1', 'РС152', 'C7', 'VC12', 'VC17']"
http://www.eledia.ru/publ/40-1-0-1038,Бессоница,"['RP6', 'RP1', 'E36', 'C7', 'MC6', 'V10', 'VG16', 'VG15', 'РС55', 'R3']"
http://www.eledia.ru/publ/40-1-0-903,"""Бессоница, беспокойный сон""","['РС55', 'PC1', 'PC3', 'VG16', 'VG12', 'VG14', 'VG15', 'VG4', 'RP1', 'MC8', 'VC12']"
http://www.eledia.ru/publ/41-1-0-1184,Болезненные отеки ног,"['VB31', 'RP4', 'V11', 'E44', 'Е43', 'Е41', 'VG26', 'РС137']"
http://www.eledia.ru/publ/43-1-0-1185,Болезненные фарингит и ларингит,"['GI1', 'GI2', 'GI3', 'GI4', 'GI11', 'TR1']"
http://www.eledia.ru/publ/41-1-0-1180,Болезненный мышечный тонус в задней части шеи,"['GI4', 'РС108', 'F3', 'V11', 'V10', 'V67', 'V65', 'VB39']"
http://www.eledia.ru/publ/41-1-0-1179,Болезненный мышечный тонус в пояснично-крестцовой области,"['GI4', 'V25']"
http://www.eledia.ru/publ/41-1-0-1182,Болезненный мышечный тонус грудной мышцы позвоночника,"['GI4', 'V13', 'V20', 'V17', 'VG9']"
http://www.eledia.ru/publ/41-1-0-1181,Болезненный мышечный тонус затылочных мышц,"['GI4', 'IG3', 'IG6', 'VG16', 'VB36']"
http://www.eledia.ru/publ/41-1-0-1183,Болезненный отек лодыжки,"['VB39', 'VB31', 'VG26', 'V11', 'V59', 'V60', 'Е41']"
http://www.eledia.ru/publ/39-1-0-782,Болезнь Альцгеймера,"['VG15', 'VG20', 'VG23', 'Е8', 'VB20', 'GI11', 'IG6', 'MC6', 'RP2', 'F3', 'R3']"
http://www.eledia.ru/publ/39-1-0-1076,Болезнь Меньера,"['VG20', 'IG19', 'IG4', 'VB2', 'VB20', 'VB44', 'V62', 'TR10', 'TR17', 'TR21']"
http://www.eledia.ru/publ/39-1-0-1211,Болезнь Паркинсона,"['VG20', 'TR5', 'TR10']"
http://www.eledia.ru/publ/41-1-0-1167,Боли в бедре,"['GI4', 'VB40', 'VB30', 'VB37', 'VB29', 'РС75', 'V40', 'V65', 'V64', 'V36', 'F5']"
http://www.eledia.ru/publ/41-1-0-1190,Боли в локтевом суставе,"['GI4', 'GI11', 'GI15', 'P5', 'P6', 'IG6', 'IG7', 'IG8', 'V11', 'C5', 'C3', 'VG26']"
http://www.eledia.ru/publ/41-1-0-1168,Боли в области большеберцовой кости,"['GI4', 'VB39', 'VB31', 'VG26', 'V11', 'V60', 'Е41', 'РС144']"
http://www.eledia.ru/publ/41-1-0-1141,Боли в пальцах,"['GI4', 'GI11', 'GI15', 'IG6', 'IG7', 'VG26', 'РС107', 'РС102', 'V11']"
http://www.eledia.ru/publ/41-1-0-1192,Боли в плечевом суставе,"['GI4', 'GI11', 'GI14', 'GI15', 'IG6', 'IG12', 'V11', 'V42', 'VG26', 'TR14', 'МС1']"
http://www.eledia.ru/publ/41-1-0-1160,Боли в пяточной кости,"['GI4', 'VG26', 'V11', 'RP3', 'RP4', 'VB31']"
http://www.eledia.ru/publ/41-1-0-1189,"""Боли в спине, боковых участках нижних конечностей""","['GI4', 'VB30', 'VB40', 'VB37', 'VB29', 'РС75', 'V40', 'V64', 'V65', 'Е33']"
http://www.eledia.ru/publ/44-1-0-928,Боли в эпигастрии,"['GI4', 'E36', 'E37', 'Е40', 'E44', 'RP6', 'RP9', 'VC3', 'VC4', 'VC6', 'VC8', 'F13']"
http://www.eledia.ru/publ/41-1-0-1152,Боль в боковой стороне бедра,"['GI4', 'VB29', 'VB30', 'VB36', 'VB37', 'VB38', 'VB40', 'РС75', 'V40', 'V64', 'V65']"
http://www.eledia.ru/publ/41-1-0-1151,Боль в боковой стороне груди,"['GI4', 'VG9', 'VG12', 'Е13']"
http://www.eledia.ru/publ/41-1-0-1150,Боль в боковой стороне руки,"['GI4', 'GI16', 'TR5', 'IG5', 'IG12']"
http://www.eledia.ru/publ/41-1-0-1166,Боль в височно-нижнечелюстном суставе,"['GI4', 'E2', 'Е6', 'Е7', 'IG19', 'VB7']"
http://www.eledia.ru/publ/41-1-0-1162,Боль в голени,"['GI4', 'VB29', 'VB30', 'VB37', 'VB39', 'VB40', 'РС75', 'V40', 'V57', 'V58', 'F3']"
http://www.eledia.ru/publ/39-1-0-1139,Боль в грудной клетке и суб-реберной области,"['GI4', 'VB25', 'VB34', 'VB39', 'VB40', 'VB41', 'VB43', 'F14']"
http://www.eledia.ru/publ/41-1-0-1142,Боль в задней части ноги,"['GI4', 'V11', 'VG26', 'E44', 'Е42', 'VB31']"
http://www.eledia.ru/publ/41-1-0-1172,Боль в запястье,"['GI4', 'GI5', 'GI11', 'GI15', 'TR4', 'TR8', 'C5', 'IG6', 'VG26', 'V11', 'MC7']"
http://www.eledia.ru/publ/41-1-0-967,Боль в коленном суставе,"['GI4', 'E36', 'Е34', 'VB34', 'VB39', 'VB30', 'V40', 'V11', 'RP10', 'RP9', 'VG26', 'PC156']"
http://www.eledia.ru/publ/41-1-0-1136,Боль в копчике,"['GI4', 'VB34', 'V60', 'V31', 'VG2']"
http://www.eledia.ru/publ/41-1-0-1161,Боль в крестцово-тазобедренном суставе,"['GI4', 'VB29', 'VB25', 'V27']"
http://www.eledia.ru/publ/41-1-0-1134,Боль в локте и брахиалгия,"['GI4', 'GI11', 'GI14', 'GI15', 'V11', 'VG26', 'C3', 'IG6', 'IG11', 'TR10', 'P5', 'MC3']"
http://www.eledia.ru/publ/41-1-0-1158,Боль в медиальной стороне голени,"['GI4', 'РС75', 'VB30', 'VB40', 'VB37', 'VB36', 'VB29', 'V40', 'V64', 'V65', 'Е33']"
http://www.eledia.ru/publ/41-1-0-1157,Боль в медиальной стороне руки,"['GI4', 'GI16', 'TR5', 'P4', 'Р3', 'IG12', 'MC2']"
http://www.eledia.ru/publ/41-1-0-1159,Боль в медиальной стороны бедра,"['GI4', 'VB30', 'VB40', 'VB29', 'VB37', 'РС75', 'RP10', 'V40', 'V64', 'V65', 'F8']"
http://www.eledia.ru/publ/41-1-0-1153,Боль в мизинце,"['GI4', 'GI11', 'GI15', 'V11', 'IG6', 'IG8', 'VG26']"
http://www.eledia.ru/publ/41-1-0-1156,Боль в нижней челюсти,"['GI4', 'VG26', 'VC24', 'РС19']"
http://www.eledia.ru/publ/41-1-0-1163,Боль в области лопатки,"['GI4', 'V20', 'V11', 'V13', 'V17', 'V42', 'TR15', 'TR13', 'IG14', 'IG9', 'РС54']"
http://www.eledia.ru/publ/41-1-0-1154,Боль в области печени,"['GI4', 'F3', 'F13', 'F14', 'V18', 'V19', 'VB40', 'VB38', 'VB25', 'VB24']"
http://www.eledia.ru/publ/42-1-0-1147,Боль в области сердца,"['GI4', 'C5', 'C9', 'C3', 'C7', 'MC3', 'MC5', 'MC6', 'MC8', 'MC9', 'V15', 'VC14']"
http://www.eledia.ru/publ/41-1-0-1169,Боль в пальцах ног,"['VG26', 'GI4', 'V11', 'РС137', 'VB31']"
http://www.eledia.ru/publ/41-1-0-1155,Боль в пояснично-крестцовой области,"['GI4', 'V40', 'V21', 'V23', 'V28', 'V27', 'V36', 'V54', 'V52', 'VG4', 'VG1', 'VB31']"
http://www.eledia.ru/publ/41-1-0-1143,Боль в предплечье,"['GI4', 'GI6', 'GI16', 'TR15', 'TR9', 'TR8', 'TR7', 'TR5', 'TR4', 'TR3', 'РС114', 'РС115']"
http://www.eledia.ru/publ/41-1-0-1148,Боль в пятке,"['GI4', 'V60', 'V11', 'VG26', 'R4', 'VB31']"
http://www.eledia.ru/publ/41-1-0-1146,Боль в руке,"['GI4', 'GI11', 'GI15', 'VG26', 'V11', 'IG6', 'TR2']"
http://www.eledia.ru/publ/41-1-0-1135,Боль в спино-поясничной области,"['GI4', 'V19', 'V13', 'V20', 'V17', 'V18', 'V46', 'V49']"
http://www.eledia.ru/publ/41-1-0-1164,Боль в ступне,"['GI4', 'VG26', 'V11', 'VB31', 'РС132', 'РС134']"
http://www.eledia.ru/publ/41-1-0-1165,Боль в суставах стопы,"['GI4', 'VB40', 'VB39', 'VB41', 'VB31', 'V60', 'V11', 'V62', 'V63', 'Шэнь-май', 'VG26', 'RP5', 'Е41']"
http://www.eledia.ru/publ/41-1-0-1149,Боль в тазобедренной области,"['GI4', 'VB27']"
http://www.eledia.ru/publ/41-1-0-1145,Боль в ягодичной области,"['GI4', 'VB29', 'VB30', 'VB37', 'VB40', 'РС75', 'V36', 'V40', 'V64', 'V65', 'Е33']"
http://www.eledia.ru/publ/41-1-0-1133,Боль при выпрямлении руки в локтевом суставе,"['GI4', 'GI11', 'GI14', 'GI15', 'V11', 'VG26', 'C3', 'IG6', 'TR10', 'P6']"
http://www.eledia.ru/publ/41-1-0-1132,Боль при сгибании руки,"['GI4', 'GI11', 'GI14', 'GI15', 'GI16', 'V11', 'VG26', 'IG6', 'TR14']"
http://www.eledia.ru/publ/42-1-0-856,Брадикардия,"['E36', 'C5', 'С9', 'V15', 'MC6', 'VC14', 'VC15', 'VC17']"
http://www.eledia.ru/publ/41-1-0-855,Брахиалгия,"['GI4', 'GI11', 'GI15', 'TR2', 'TR5', 'TR7', 'TR8', 'TR14', 'TR15', 'МС5', 'IG7']"
http://www.eledia.ru/publ/42-1-0-1065,Варикозное розширение вен нижних конечностей,"['E36', 'F3', 'V60', 'RP5']"
http://www.eledia.ru/publ/40-1-0-1318,Вегетативный невроз,"['PC55', 'PC1', 'E36', 'RP1', 'VG16', 'VG15', 'VG14', 'VG20', 'VG26', 'V18', 'MC8', 'VC24']"
http://www.eledia.ru/publ/44-1-0-909,Вздутие живота,"['E36', 'E45', 'RP6', 'RP1', 'RP3', 'RP4', 'RP9', 'GI4', 'VC6', 'VC12', 'IG3', 'V22']"
http://www.eledia.ru/publ/41-1-0-1035,Воспаление височно-нижнечелюстного сустава,"['GI4', 'VB2', 'Е7']"
http://www.eledia.ru/publ/41-1-0-1037,Воспаление запястья,"['GI4', 'GI15', 'GI11', 'РС118', 'V11', 'TR4', 'VG26', 'IG6', 'IG4', 'MC7']"
http://www.eledia.ru/publ/42-1-0-1027,Воспаление лимфатических узлов толстой кишки,['РС129']
http://www.eledia.ru/publ/42-1-0-1029,Воспаление паховых лимфатических узлов,"['RP11', 'E31']"
http://www.eledia.ru/publ/42-1-0-1026,Воспаление подмышечных лимфатических узлов,"['VB40', 'VB22']"
http://www.eledia.ru/publ/41-1-0-1034,Воспаление предплюсневого сустава,"['VB39', 'VB31', 'V11', 'V60', 'R3', 'VG26', 'RP5', 'Е41']"
http://www.eledia.ru/publ/41-1-0-1036,Воспаление суставов ног,"['V11', 'VG26', 'VB31', 'Е41']"
http://www.eledia.ru/publ/44-1-0-1032,Воспаление толстой кишки,"['E36', 'E39', 'РС85', 'V25', 'V20', 'V21', 'V22', 'V26', 'VC4']"
http://www.eledia.ru/publ/44-1-0-1033,Воспаление тонкой кишки,"['E36', 'E39', 'РС85', 'V20', 'V21', 'V25', 'V27', 'VC4', 'VC10', 'RP5', 'VG5']"
